Consumer ID,Segment,Annual BNPL Transactions,Total Borrowed CAD,Total Paid CAD,Total Late Fees CAD,Missed Payment Count,Peak Simultaneous Plans,Est Monthly BNPL Commitment CAD,Awareness of Total Commitment %,Preferred Platform,Top Category
BNPL5745,Regular User,3,452.95,452.95,0.0,0,2,151.0,76.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5746,Occasional User,2,537.04,537.04,0.0,0,1,134.26,77.0,Klarna,Beauty and Skincare
BNPL5747,Regular User,5,626.54,626.54,0.0,0,3,187.98,70.0,Afterpay,Electronics and Tech
BNPL5748,Regular User,9,1631.56,1631.56,0.0,0,2,181.28,61.0,PayBright,Sporting Goods
BNPL5749,Occasional User,2,616.1,616.1,0.0,0,1,154.02,94.0,Sezzle,Home and Furniture
BNPL5750,High Exposure User,10,1723.28,1763.28,40.0,5,6,516.96,43.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5751,Regular User,5,619.56,619.56,0.0,0,2,123.92,63.0,Afterpay,Electronics and Tech
BNPL5752,Occasional User,2,129.54,129.54,0.0,0,1,32.38,95.0,Sezzle,Electronics and Tech
BNPL5753,High Exposure User,12,1621.15,1653.15,32.0,4,5,337.7,37.0,Paidy,Home and Furniture
BNPL5754,Occasional User,2,407.32,407.32,0.0,0,1,101.82,82.0,Afterpay,Sporting Goods
BNPL5755,Occasional User,1,334.34,334.34,0.0,0,1,167.16,96.0,Afterpay,Home and Furniture
BNPL5756,Regular User,3,953.88,953.88,0.0,0,3,476.94,49.0,Sezzle,Footwear
BNPL5757,High Exposure User,20,2900.71,2964.71,64.0,8,6,435.12,31.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5758,Regular User,9,1082.52,1082.52,0.0,0,2,120.28,51.0,Afterpay,Home and Furniture
BNPL5759,Regular User,4,436.87,436.87,0.0,0,2,109.2,83.0,Afterpay,Sporting Goods
BNPL5760,Regular User,8,1213.85,1221.85,8.0,1,2,151.72,58.0,Sezzle,Home and Furniture
BNPL5761,High Exposure User,14,1420.2,1468.2,48.0,6,5,253.6,19.0,Afterpay,Electronics and Tech
BNPL5762,Occasional User,2,172.83,172.83,0.0,0,1,43.2,79.0,Paidy,Electronics and Tech
BNPL5763,Occasional User,2,573.38,573.38,0.0,0,1,143.34,100.0,Klarna,Footwear
BNPL5764,Occasional User,2,384.93,384.93,0.0,0,1,96.24,83.0,Klarna,Footwear
BNPL5765,Occasional User,2,673.67,673.67,0.0,0,1,168.42,77.0,Klarna,Home and Furniture
BNPL5766,Occasional User,2,422.79,422.79,0.0,0,1,105.7,66.0,Sezzle,Beauty and Skincare
BNPL5767,Occasional User,1,283.95,283.95,0.0,0,1,141.98,100.0,Klarna,Home and Furniture
BNPL5768,Regular User,8,1438.04,1454.04,16.0,2,2,179.76,57.0,Afterpay,Footwear
BNPL5769,Regular User,3,222.84,222.84,0.0,0,2,74.28,69.0,Paidy,Electronics and Tech
BNPL5770,Occasional User,1,42.91,42.91,0.0,0,1,21.46,87.0,Afterpay,Sporting Goods
BNPL5771,Regular User,7,1261.95,1269.95,8.0,1,2,180.28,65.0,Klarna,Electronics and Tech
BNPL5772,Occasional User,1,262.07,262.07,0.0,0,1,131.04,99.0,Afterpay,Beauty and Skincare
BNPL5773,Occasional User,1,457.4,457.4,0.0,0,1,228.7,82.0,Klarna,Home and Furniture
BNPL5774,Regular User,6,886.57,886.57,0.0,0,2,147.76,59.0,Klarna,Home and Furniture
BNPL5775,Regular User,7,1158.59,1190.59,32.0,4,3,248.28,59.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5776,Occasional User,1,270.72,270.72,0.0,0,1,135.36,76.0,Afterpay,Sporting Goods
BNPL5777,Regular User,6,1560.67,1568.67,8.0,1,2,260.12,62.0,Klarna,Home and Furniture
BNPL5778,Regular User,11,1445.2,1461.2,16.0,2,2,131.4,33.0,Afterpay,Footwear
BNPL5779,Occasional User,2,130.59,130.59,0.0,0,1,32.64,100.0,Afterpay,Footwear
BNPL5780,Occasional User,3,436.58,436.58,0.0,0,1,72.76,88.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5781,Regular User,4,418.41,418.41,0.0,0,2,104.6,62.0,Sezzle,Home and Furniture
BNPL5782,Occasional User,1,56.04,56.04,0.0,0,1,28.02,100.0,Sezzle,Sporting Goods
BNPL5783,Occasional User,4,518.44,518.44,0.0,0,1,64.8,100.0,Afterpay,Beauty and Skincare
BNPL5784,Occasional User,1,136.38,136.38,0.0,0,1,68.18,88.0,Klarna,Footwear
BNPL5785,Regular User,3,412.57,412.57,0.0,0,2,137.52,62.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5786,High Exposure User,12,1958.24,1990.24,32.0,4,5,408.0,29.0,Afterpay,Sporting Goods
BNPL5787,High Exposure User,20,1926.35,1974.35,48.0,6,5,240.8,45.0,Sezzle,Beauty and Skincare
BNPL5788,Regular User,7,1168.07,1176.07,8.0,1,2,166.88,69.0,Klarna,Electronics and Tech
BNPL5789,Occasional User,3,474.31,474.31,0.0,0,1,79.06,96.0,Klarna,Electronics and Tech
BNPL5790,Occasional User,1,149.6,149.6,0.0,0,1,74.8,100.0,Klarna,Electronics and Tech
BNPL5791,High Exposure User,16,2074.08,2098.08,24.0,3,6,388.92,42.0,Sezzle,Beauty and Skincare
BNPL5792,Regular User,6,1030.44,1046.44,16.0,2,2,171.76,74.0,PayBright,Home and Furniture
BNPL5793,Regular User,6,945.35,945.35,0.0,0,2,157.56,50.0,Sezzle,Sporting Goods
BNPL5794,Occasional User,2,440.76,440.76,0.0,0,1,110.18,65.0,Klarna,Home and Furniture
BNPL5795,Occasional User,3,303.63,303.63,0.0,0,1,50.6,83.0,Klarna,Home and Furniture
BNPL5796,Occasional User,1,81.68,81.68,0.0,0,2,81.68,97.0,Afterpay,Sporting Goods
BNPL5797,Occasional User,1,58.51,58.51,0.0,0,1,29.26,74.0,Sezzle,Beauty and Skincare
BNPL5798,Occasional User,2,428.49,428.49,0.0,0,1,107.12,78.0,Sezzle,Sporting Goods
BNPL5799,Regular User,5,1089.09,1089.09,0.0,0,3,326.7,59.0,Afterpay,Beauty and Skincare
BNPL5800,Occasional User,1,49.05,49.05,0.0,0,1,24.52,70.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
