Transaction ID,Consumer ID,Segment,Transaction Date,Month,Platform,Category,Purchase Amount CAD,Number of Installments,Installment Amount CAD,Completion Date,Missed Payment,Missed Payment Count,Late Fee CAD,Total Cost CAD
TXN13183,BNPL5669,High Exposure User,2024-12-09,2024-12,Afterpay,Electronics and Tech,337.55,4,84.39,2025-02-03,No,0,0,337.55
TXN13184,BNPL5669,High Exposure User,2024-06-02,2024-06,Klarna,"Fast Fashion (Shein, Temu, ASOS)",79.94,3,26.65,2024-07-14,No,0,0,79.94
TXN13185,BNPL5669,High Exposure User,2024-02-16,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",64.9,3,21.63,2024-03-29,No,0,0,64.9
TXN13186,BNPL5669,High Exposure User,2024-06-22,2024-06,Klarna,Beauty and Skincare,59.07,4,14.77,2024-08-17,No,0,0,59.07
TXN13187,BNPL5669,High Exposure User,2024-08-10,2024-08,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",55.62,3,18.54,2024-09-21,No,0,0,55.62
TXN13188,BNPL5669,High Exposure User,2024-11-16,2024-11,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",67.81,3,22.6,2024-12-28,No,0,0,67.81
TXN13189,BNPL5669,High Exposure User,2024-04-06,2024-04,Paidy,"Fast Fashion (Shein, Temu, ASOS)",57.12,4,14.28,2024-06-01,No,0,0,57.12
TXN13190,BNPL5669,High Exposure User,2024-01-02,2024-01,Paidy,Home and Furniture,220.55,4,55.14,2024-02-27,No,0,0,220.55
TXN13191,BNPL5669,High Exposure User,2024-01-14,2024-01,Sezzle,Home and Furniture,291.29,3,97.1,2024-02-25,No,0,0,291.29
TXN13192,BNPL5669,High Exposure User,2024-12-06,2024-12,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",67.94,4,16.98,2025-01-31,No,0,0,67.94
TXN13193,BNPL5670,Regular User,2024-05-04,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",51.17,4,12.79,2024-06-29,No,0,0,51.17
TXN13194,BNPL5670,Regular User,2024-12-15,2024-12,Sezzle,Sporting Goods,171.19,6,28.53,2025-03-09,No,0,0,171.19
TXN13195,BNPL5670,Regular User,2024-05-14,2024-05,Afterpay,Footwear,68.58,4,17.14,2024-07-09,No,0,0,68.58
TXN13196,BNPL5671,Regular User,2024-03-16,2024-03,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",62.75,3,20.92,2024-04-27,No,0,0,62.75
TXN13197,BNPL5671,Regular User,2024-11-28,2024-11,PayBright,"Fast Fashion (Shein, Temu, ASOS)",43.96,4,10.99,2025-01-23,Yes,2,16.0,59.96
TXN13198,BNPL5671,Regular User,2024-07-03,2024-07,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",84.26,6,14.04,2024-09-25,No,0,0,84.26
TXN13199,BNPL5672,Occasional User,2024-11-18,2024-11,Klarna,"Fast Fashion (Shein, Temu, ASOS)",46.67,3,15.56,2024-12-30,No,0,0,46.67
TXN13200,BNPL5672,Occasional User,2024-10-28,2024-10,Afterpay,Beauty and Skincare,83.07,6,13.84,2025-01-20,No,0,0,83.07
TXN13201,BNPL5673,Occasional User,2024-05-08,2024-05,Afterpay,Footwear,110.19,3,36.73,2024-06-19,No,0,0,110.19
TXN13202,BNPL5673,Occasional User,2024-07-16,2024-07,Afterpay,Beauty and Skincare,89.32,4,22.33,2024-09-10,No,0,0,89.32
TXN13203,BNPL5674,Occasional User,2024-02-24,2024-02,Klarna,Footwear,152.67,4,38.17,2024-04-20,No,0,0,152.67
TXN13204,BNPL5675,Occasional User,2024-09-16,2024-09,Afterpay,Sporting Goods,266.48,4,66.62,2024-11-11,No,0,0,266.48
TXN13205,BNPL5676,Occasional User,2024-05-02,2024-05,Klarna,Footwear,89.93,6,14.99,2024-07-25,No,0,0,89.93
TXN13206,BNPL5677,Occasional User,2024-04-25,2024-04,PayBright,Electronics and Tech,242.32,6,40.39,2024-07-18,No,0,0,242.32
TXN13207,BNPL5678,Occasional User,2024-04-25,2024-04,Klarna,"Fast Fashion (Shein, Temu, ASOS)",62.02,3,20.67,2024-06-06,No,0,0,62.02
TXN13208,BNPL5678,Occasional User,2024-11-07,2024-11,Afterpay,Footwear,132.23,4,33.06,2025-01-02,No,0,0,132.23
TXN13209,BNPL5678,Occasional User,2024-12-13,2024-12,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",65.52,3,21.84,2025-01-24,No,0,0,65.52
TXN13210,BNPL5679,Occasional User,2024-05-09,2024-05,Sezzle,Electronics and Tech,318.43,6,53.07,2024-08-01,No,0,0,318.43
TXN13211,BNPL5680,Occasional User,2024-05-11,2024-05,PayBright,Beauty and Skincare,102.4,4,25.6,2024-07-06,No,0,0,102.4
TXN13212,BNPL5680,Occasional User,2024-09-09,2024-09,Klarna,Beauty and Skincare,73.39,3,24.46,2024-10-21,No,0,0,73.39
TXN13213,BNPL5681,High Exposure User,2024-04-12,2024-04,Klarna,Home and Furniture,380.67,3,126.89,2024-05-24,Yes,1,8.0,388.67
TXN13214,BNPL5681,High Exposure User,2024-05-12,2024-05,Afterpay,Electronics and Tech,281.74,4,70.44,2024-07-07,No,0,0,281.74
TXN13215,BNPL5681,High Exposure User,2024-06-12,2024-06,Sezzle,Footwear,80.28,6,13.38,2024-09-04,No,0,0,80.28
TXN13216,BNPL5681,High Exposure User,2024-03-31,2024-03,Sezzle,Electronics and Tech,250.18,3,83.39,2024-05-12,Yes,1,8.0,258.18
TXN13217,BNPL5681,High Exposure User,2024-09-10,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",32.79,4,8.2,2024-11-05,No,0,0,32.79
TXN13218,BNPL5681,High Exposure User,2024-09-02,2024-09,Sezzle,Footwear,91.7,4,22.93,2024-10-28,Yes,1,8.0,99.7
TXN13219,BNPL5681,High Exposure User,2024-05-21,2024-05,Afterpay,Beauty and Skincare,49.54,4,12.38,2024-07-16,No,0,0,49.54
TXN13220,BNPL5681,High Exposure User,2024-12-23,2024-12,PayBright,"Fast Fashion (Shein, Temu, ASOS)",57.17,6,9.53,2025-03-17,No,0,0,57.17
TXN13221,BNPL5681,High Exposure User,2024-04-03,2024-04,Afterpay,Footwear,109.6,6,18.27,2024-06-26,No,0,0,109.6
TXN13222,BNPL5681,High Exposure User,2024-04-24,2024-04,Afterpay,Beauty and Skincare,90.75,4,22.69,2024-06-19,No,0,0,90.75
TXN13223,BNPL5681,High Exposure User,2024-10-15,2024-10,Sezzle,Footwear,117.52,6,19.59,2025-01-07,No,0,0,117.52
TXN13224,BNPL5682,Occasional User,2024-06-20,2024-06,Afterpay,Footwear,121.11,4,30.28,2024-08-15,Yes,1,8.0,129.11
TXN13225,BNPL5683,Occasional User,2024-10-12,2024-10,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",81.36,6,13.56,2025-01-04,No,0,0,81.36
TXN13226,BNPL5683,Occasional User,2024-12-21,2024-12,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",68.35,4,17.09,2025-02-15,No,0,0,68.35
TXN13227,BNPL5684,High Exposure User,2024-01-29,2024-01,PayBright,Electronics and Tech,278.24,4,69.56,2024-03-25,No,0,0,278.24
TXN13228,BNPL5684,High Exposure User,2024-11-13,2024-11,Afterpay,Sporting Goods,196.52,4,49.13,2025-01-08,No,0,0,196.52
TXN13229,BNPL5684,High Exposure User,2024-01-29,2024-01,Klarna,Home and Furniture,369.6,3,123.2,2024-03-11,No,0,0,369.6
TXN13230,BNPL5684,High Exposure User,2024-10-14,2024-10,Klarna,"Fast Fashion (Shein, Temu, ASOS)",34.28,6,5.71,2025-01-06,No,0,0,34.28
TXN13231,BNPL5684,High Exposure User,2024-09-20,2024-09,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",44.61,3,14.87,2024-11-01,No,0,0,44.61
TXN13232,BNPL5684,High Exposure User,2024-09-24,2024-09,Afterpay,Footwear,179.25,4,44.81,2024-11-19,No,0,0,179.25
TXN13233,BNPL5684,High Exposure User,2024-03-14,2024-03,Sezzle,Beauty and Skincare,64.44,4,16.11,2024-05-09,No,0,0,64.44
TXN13234,BNPL5684,High Exposure User,2024-07-21,2024-07,Paidy,"Fast Fashion (Shein, Temu, ASOS)",42.63,3,14.21,2024-09-01,No,0,0,42.63
TXN13235,BNPL5684,High Exposure User,2024-08-08,2024-08,Klarna,Footwear,142.26,4,35.56,2024-10-03,Yes,2,16.0,158.26
TXN13236,BNPL5684,High Exposure User,2024-07-08,2024-07,Sezzle,Footwear,70.89,3,23.63,2024-08-19,No,0,0,70.89
TXN13237,BNPL5684,High Exposure User,2024-01-13,2024-01,Sezzle,Electronics and Tech,257.16,4,64.29,2024-03-09,No,0,0,257.16
TXN13238,BNPL5685,Regular User,2024-04-27,2024-04,Afterpay,Electronics and Tech,277.13,4,69.28,2024-06-22,Yes,1,8.0,285.13
TXN13239,BNPL5685,Regular User,2024-11-15,2024-11,PayBright,Beauty and Skincare,74.82,3,24.94,2024-12-27,Yes,2,16.0,90.82
TXN13240,BNPL5685,Regular User,2024-10-12,2024-10,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",86.42,3,28.81,2024-11-23,No,0,0,86.42
TXN13241,BNPL5685,Regular User,2024-06-20,2024-06,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",58.17,4,14.54,2024-08-15,No,0,0,58.17
TXN13242,BNPL5685,Regular User,2024-02-28,2024-02,Afterpay,Beauty and Skincare,93.44,4,23.36,2024-04-24,Yes,2,16.0,109.44
TXN13243,BNPL5685,Regular User,2024-09-24,2024-09,PayBright,Beauty and Skincare,79.87,4,19.97,2024-11-19,No,0,0,79.87
TXN13244,BNPL5686,Occasional User,2024-05-16,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",53.99,3,18.0,2024-06-27,No,0,0,53.99
TXN13245,BNPL5686,Occasional User,2024-01-11,2024-01,Klarna,Footwear,112.12,3,37.37,2024-02-22,No,0,0,112.12
TXN13246,BNPL5686,Occasional User,2024-11-10,2024-11,Klarna,"Fast Fashion (Shein, Temu, ASOS)",61.25,6,10.21,2025-02-02,No,0,0,61.25
TXN13247,BNPL5687,Regular User,2024-10-11,2024-10,Sezzle,Footwear,126.75,4,31.69,2024-12-06,No,0,0,126.75
TXN13248,BNPL5687,Regular User,2024-09-25,2024-09,Klarna,Electronics and Tech,231.24,6,38.54,2024-12-18,No,0,0,231.24
TXN13249,BNPL5687,Regular User,2024-03-19,2024-03,Klarna,Beauty and Skincare,76.37,4,19.09,2024-05-14,No,0,0,76.37
TXN13250,BNPL5687,Regular User,2024-06-28,2024-06,Afterpay,Footwear,138.2,3,46.07,2024-08-09,No,0,0,138.2
TXN13251,BNPL5687,Regular User,2024-05-29,2024-05,PayBright,Footwear,92.88,4,23.22,2024-07-24,No,0,0,92.88
TXN13252,BNPL5687,Regular User,2024-07-10,2024-07,Afterpay,Footwear,151.79,4,37.95,2024-09-04,No,0,0,151.79
TXN13253,BNPL5688,High Exposure User,2024-06-05,2024-06,Afterpay,Beauty and Skincare,93.83,4,23.46,2024-07-31,No,0,0,93.83
TXN13254,BNPL5688,High Exposure User,2024-10-12,2024-10,Afterpay,Electronics and Tech,298.21,6,49.7,2025-01-04,No,0,0,298.21
TXN13255,BNPL5688,High Exposure User,2024-03-04,2024-03,Klarna,"Fast Fashion (Shein, Temu, ASOS)",55.83,6,9.3,2024-05-27,No,0,0,55.83
TXN13256,BNPL5688,High Exposure User,2024-03-13,2024-03,Klarna,Beauty and Skincare,72.21,4,18.05,2024-05-08,Yes,1,8.0,80.21
TXN13257,BNPL5688,High Exposure User,2024-10-13,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",55.85,6,9.31,2025-01-05,Yes,1,8.0,63.85
TXN13258,BNPL5688,High Exposure User,2024-11-06,2024-11,Klarna,Sporting Goods,168.2,4,42.05,2025-01-01,No,0,0,168.2
TXN13259,BNPL5688,High Exposure User,2024-04-17,2024-04,Afterpay,Beauty and Skincare,67.71,4,16.93,2024-06-12,No,0,0,67.71
TXN13260,BNPL5688,High Exposure User,2024-06-03,2024-06,PayBright,Footwear,63.51,3,21.17,2024-07-15,Yes,1,8.0,71.51
TXN13261,BNPL5688,High Exposure User,2024-12-28,2024-12,Afterpay,Beauty and Skincare,96.81,4,24.2,2025-02-22,Yes,2,16.0,112.81
TXN13262,BNPL5688,High Exposure User,2024-04-09,2024-04,Klarna,Footwear,122.71,4,30.68,2024-06-04,Yes,1,8.0,130.71
TXN13263,BNPL5688,High Exposure User,2024-05-17,2024-05,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",56.57,4,14.14,2024-07-12,No,0,0,56.57
TXN13264,BNPL5688,High Exposure User,2024-05-19,2024-05,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",78.36,4,19.59,2024-07-14,No,0,0,78.36
TXN13265,BNPL5688,High Exposure User,2024-11-21,2024-11,Klarna,Beauty and Skincare,81.95,6,13.66,2025-02-13,No,0,0,81.95
TXN13266,BNPL5688,High Exposure User,2024-03-13,2024-03,Sezzle,Electronics and Tech,207.28,4,51.82,2024-05-08,No,0,0,207.28
TXN13267,BNPL5689,Occasional User,2024-04-03,2024-04,Sezzle,Beauty and Skincare,104.16,4,26.04,2024-05-29,No,0,0,104.16
TXN13268,BNPL5689,Occasional User,2024-07-14,2024-07,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",64.13,3,21.38,2024-08-25,No,0,0,64.13
TXN13269,BNPL5689,Occasional User,2024-08-02,2024-08,Paidy,Footwear,145.93,4,36.48,2024-09-27,No,0,0,145.93
TXN13270,BNPL5690,Occasional User,2024-11-14,2024-11,Klarna,Sporting Goods,135.11,4,33.78,2025-01-09,No,0,0,135.11
TXN13271,BNPL5690,Occasional User,2024-03-13,2024-03,PayBright,Electronics and Tech,254.51,4,63.63,2024-05-08,No,0,0,254.51
TXN13272,BNPL5690,Occasional User,2024-12-27,2024-12,Klarna,"Fast Fashion (Shein, Temu, ASOS)",70.35,4,17.59,2025-02-21,No,0,0,70.35
TXN13273,BNPL5691,Occasional User,2024-01-08,2024-01,PayBright,Sporting Goods,183.77,3,61.26,2024-02-19,No,0,0,183.77
TXN13274,BNPL5692,Occasional User,2024-04-27,2024-04,Paidy,Footwear,82.08,6,13.68,2024-07-20,No,0,0,82.08
TXN13275,BNPL5693,Occasional User,2024-04-29,2024-04,Afterpay,Home and Furniture,246.1,4,61.52,2024-06-24,No,0,0,246.1
TXN13276,BNPL5693,Occasional User,2024-03-23,2024-03,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",96.51,4,24.13,2024-05-18,No,0,0,96.51
TXN13277,BNPL5693,Occasional User,2024-10-03,2024-10,PayBright,Sporting Goods,223.61,4,55.9,2024-11-28,No,0,0,223.61
TXN13278,BNPL5694,Regular User,2024-08-02,2024-08,Klarna,"Fast Fashion (Shein, Temu, ASOS)",59.53,3,19.84,2024-09-13,Yes,1,8.0,67.53
TXN13279,BNPL5694,Regular User,2024-12-21,2024-12,Afterpay,Footwear,124.21,6,20.7,2025-03-15,No,0,0,124.21
TXN13280,BNPL5694,Regular User,2024-03-13,2024-03,Sezzle,Beauty and Skincare,49.22,3,16.41,2024-04-24,No,0,0,49.22
TXN13281,BNPL5694,Regular User,2024-12-19,2024-12,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",47.19,4,11.8,2025-02-13,No,0,0,47.19
TXN13282,BNPL5694,Regular User,2024-08-14,2024-08,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",51.57,4,12.89,2024-10-09,No,0,0,51.57
TXN13283,BNPL5694,Regular User,2024-02-26,2024-02,Sezzle,Beauty and Skincare,70.86,3,23.62,2024-04-08,No,0,0,70.86
TXN13284,BNPL5694,Regular User,2024-02-17,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",53.21,4,13.3,2024-04-13,No,0,0,53.21
TXN13285,BNPL5694,Regular User,2024-12-19,2024-12,Paidy,Electronics and Tech,336.14,4,84.03,2025-02-13,No,0,0,336.14
TXN13286,BNPL5695,Occasional User,2024-12-23,2024-12,Klarna,Beauty and Skincare,126.81,3,42.27,2025-02-03,No,0,0,126.81
TXN13287,BNPL5695,Occasional User,2024-10-27,2024-10,PayBright,Beauty and Skincare,86.29,6,14.38,2025-01-19,No,0,0,86.29
TXN13288,BNPL5696,Occasional User,2024-11-21,2024-11,Klarna,Footwear,152.72,4,38.18,2025-01-16,No,0,0,152.72
TXN13289,BNPL5696,Occasional User,2024-06-17,2024-06,Sezzle,Electronics and Tech,218.66,4,54.66,2024-08-12,No,0,0,218.66
TXN13290,BNPL5696,Occasional User,2024-07-07,2024-07,Afterpay,Footwear,155.49,6,25.92,2024-09-29,No,0,0,155.49
TXN13291,BNPL5697,Regular User,2024-08-07,2024-08,Klarna,Beauty and Skincare,77.02,6,12.84,2024-10-30,No,0,0,77.02
TXN13292,BNPL5697,Regular User,2024-04-09,2024-04,PayBright,Electronics and Tech,220.5,4,55.12,2024-06-04,No,0,0,220.5
TXN13293,BNPL5697,Regular User,2024-11-27,2024-11,PayBright,Beauty and Skincare,80.65,4,20.16,2025-01-22,No,0,0,80.65
TXN13294,BNPL5697,Regular User,2024-08-22,2024-08,Afterpay,Beauty and Skincare,96.91,4,24.23,2024-10-17,No,0,0,96.91
TXN13295,BNPL5697,Regular User,2024-10-18,2024-10,Afterpay,Sporting Goods,228.71,4,57.18,2024-12-13,No,0,0,228.71
TXN13296,BNPL5697,Regular User,2024-04-08,2024-04,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",54.8,3,18.27,2024-05-20,No,0,0,54.8
TXN13297,BNPL5698,Regular User,2024-03-01,2024-03,PayBright,Footwear,111.76,4,27.94,2024-04-26,No,0,0,111.76
TXN13298,BNPL5698,Regular User,2024-06-26,2024-06,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",34.39,4,8.6,2024-08-21,No,0,0,34.39
TXN13299,BNPL5698,Regular User,2024-12-14,2024-12,PayBright,Sporting Goods,118.9,6,19.82,2025-03-08,No,0,0,118.9
TXN13300,BNPL5698,Regular User,2024-06-21,2024-06,Paidy,Sporting Goods,162.78,3,54.26,2024-08-02,No,0,0,162.78
TXN13301,BNPL5698,Regular User,2024-01-31,2024-01,Afterpay,Home and Furniture,259.94,4,64.98,2024-03-27,No,0,0,259.94
TXN13302,BNPL5698,Regular User,2024-08-12,2024-08,Afterpay,Footwear,138.2,3,46.07,2024-09-23,No,0,0,138.2
TXN13303,BNPL5699,Regular User,2024-12-29,2024-12,Afterpay,Footwear,107.21,4,26.8,2025-02-23,No,0,0,107.21
TXN13304,BNPL5699,Regular User,2024-12-09,2024-12,Sezzle,Beauty and Skincare,85.52,6,14.25,2025-03-03,Yes,1,8.0,93.52
TXN13305,BNPL5699,Regular User,2024-10-03,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",37.05,4,9.26,2024-11-28,No,0,0,37.05
TXN13306,BNPL5699,Regular User,2024-10-24,2024-10,Paidy,"Fast Fashion (Shein, Temu, ASOS)",43.57,4,10.89,2024-12-19,No,0,0,43.57
TXN13307,BNPL5699,Regular User,2024-01-23,2024-01,Klarna,Home and Furniture,324.64,4,81.16,2024-03-19,No,0,0,324.64
TXN13308,BNPL5699,Regular User,2024-03-20,2024-03,Afterpay,Footwear,96.47,3,32.16,2024-05-01,Yes,2,16.0,112.47
TXN13309,BNPL5699,Regular User,2024-10-27,2024-10,Paidy,"Fast Fashion (Shein, Temu, ASOS)",90.24,4,22.56,2024-12-22,Yes,1,8.0,98.24
TXN13310,BNPL5700,Regular User,2024-06-03,2024-06,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",38.27,3,12.76,2024-07-15,No,0,0,38.27
TXN13311,BNPL5700,Regular User,2024-04-13,2024-04,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",45.86,4,11.46,2024-06-08,No,0,0,45.86
TXN13312,BNPL5700,Regular User,2024-12-04,2024-12,Klarna,Electronics and Tech,91.59,6,15.27,2025-02-26,No,0,0,91.59
TXN13313,BNPL5700,Regular User,2024-08-18,2024-08,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",71.95,3,23.98,2024-09-29,No,0,0,71.95
TXN13314,BNPL5700,Regular User,2024-11-03,2024-11,Klarna,"Fast Fashion (Shein, Temu, ASOS)",63.76,3,21.25,2024-12-15,Yes,2,16.0,79.76
TXN13315,BNPL5701,Occasional User,2024-09-05,2024-09,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",39.52,3,13.17,2024-10-17,No,0,0,39.52
TXN13316,BNPL5702,Occasional User,2024-12-09,2024-12,Afterpay,Footwear,124.16,4,31.04,2025-02-03,No,0,0,124.16
TXN13317,BNPL5703,High Exposure User,2024-07-05,2024-07,Klarna,Electronics and Tech,257.68,4,64.42,2024-08-30,Yes,1,8.0,265.68
TXN13318,BNPL5703,High Exposure User,2024-11-09,2024-11,Sezzle,Sporting Goods,192.52,4,48.13,2025-01-04,Yes,1,8.0,200.52
TXN13319,BNPL5703,High Exposure User,2024-06-27,2024-06,Sezzle,Electronics and Tech,387.93,4,96.98,2024-08-22,No,0,0,387.93
TXN13320,BNPL5703,High Exposure User,2024-11-26,2024-11,Afterpay,Electronics and Tech,267.38,4,66.84,2025-01-21,No,0,0,267.38
TXN13321,BNPL5703,High Exposure User,2024-11-22,2024-11,Afterpay,Footwear,123.72,4,30.93,2025-01-17,Yes,1,8.0,131.72
TXN13322,BNPL5703,High Exposure User,2024-03-22,2024-03,Afterpay,Footwear,123.58,3,41.19,2024-05-03,No,0,0,123.58
TXN13323,BNPL5703,High Exposure User,2024-12-08,2024-12,Klarna,Electronics and Tech,371.31,3,123.77,2025-01-19,No,0,0,371.31
TXN13324,BNPL5703,High Exposure User,2024-12-15,2024-12,Afterpay,Beauty and Skincare,76.62,3,25.54,2025-01-26,No,0,0,76.62
TXN13325,BNPL5703,High Exposure User,2024-09-08,2024-09,Afterpay,Footwear,120.67,3,40.22,2024-10-20,No,0,0,120.67
TXN13326,BNPL5703,High Exposure User,2024-10-05,2024-10,Afterpay,Home and Furniture,373.08,6,62.18,2024-12-28,Yes,2,16.0,389.08
TXN13327,BNPL5703,High Exposure User,2024-03-07,2024-03,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",77.77,4,19.44,2024-05-02,No,0,0,77.77
TXN13328,BNPL5703,High Exposure User,2024-08-06,2024-08,PayBright,Footwear,115.38,4,28.84,2024-10-01,No,0,0,115.38
TXN13329,BNPL5703,High Exposure User,2024-08-28,2024-08,Afterpay,Beauty and Skincare,70.0,4,17.5,2024-10-23,No,0,0,70.0
TXN13330,BNPL5703,High Exposure User,2024-02-20,2024-02,Klarna,Home and Furniture,241.79,4,60.45,2024-04-16,No,0,0,241.79
TXN13331,BNPL5703,High Exposure User,2024-03-11,2024-03,Klarna,Sporting Goods,84.66,4,21.16,2024-05-06,No,0,0,84.66
TXN13332,BNPL5703,High Exposure User,2024-12-13,2024-12,Sezzle,Home and Furniture,257.61,4,64.4,2025-02-07,No,0,0,257.61
TXN13333,BNPL5703,High Exposure User,2024-05-19,2024-05,Klarna,Beauty and Skincare,35.62,4,8.9,2024-07-14,No,0,0,35.62
TXN13334,BNPL5703,High Exposure User,2024-05-22,2024-05,Afterpay,Beauty and Skincare,90.94,4,22.73,2024-07-17,No,0,0,90.94
TXN13335,BNPL5703,High Exposure User,2024-08-21,2024-08,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",50.62,4,12.65,2024-10-16,No,0,0,50.62
TXN13336,BNPL5704,Occasional User,2024-08-06,2024-08,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",48.65,4,12.16,2024-10-01,No,0,0,48.65
TXN13337,BNPL5704,Occasional User,2024-10-12,2024-10,Klarna,Beauty and Skincare,50.83,4,12.71,2024-12-07,Yes,2,16.0,66.83
TXN13338,BNPL5705,Occasional User,2024-11-04,2024-11,Sezzle,Footwear,183.94,3,61.31,2024-12-16,No,0,0,183.94
TXN13339,BNPL5706,High Exposure User,2024-07-17,2024-07,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",34.59,4,8.65,2024-09-11,No,0,0,34.59
TXN13340,BNPL5706,High Exposure User,2024-09-05,2024-09,Klarna,Home and Furniture,417.38,3,139.13,2024-10-17,Yes,1,8.0,425.38
TXN13341,BNPL5706,High Exposure User,2024-11-04,2024-11,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",25,3,8.33,2024-12-16,No,0,0,25
TXN13342,BNPL5706,High Exposure User,2024-06-26,2024-06,Klarna,"Fast Fashion (Shein, Temu, ASOS)",34.21,3,11.4,2024-08-07,No,0,0,34.21
TXN13343,BNPL5706,High Exposure User,2024-06-09,2024-06,Klarna,"Fast Fashion (Shein, Temu, ASOS)",46.22,6,7.7,2024-09-01,No,0,0,46.22
TXN13344,BNPL5706,High Exposure User,2024-12-27,2024-12,Paidy,Home and Furniture,278.89,4,69.72,2025-02-21,No,0,0,278.89
TXN13345,BNPL5706,High Exposure User,2024-11-09,2024-11,Afterpay,Sporting Goods,210.77,4,52.69,2025-01-04,No,0,0,210.77
TXN13346,BNPL5706,High Exposure User,2024-07-06,2024-07,Klarna,Electronics and Tech,364.19,4,91.05,2024-08-31,No,0,0,364.19
TXN13347,BNPL5706,High Exposure User,2024-04-02,2024-04,Sezzle,Footwear,128.37,3,42.79,2024-05-14,Yes,2,16.0,144.37
TXN13348,BNPL5706,High Exposure User,2024-02-02,2024-02,PayBright,Footwear,116.71,4,29.18,2024-03-29,Yes,2,16.0,132.71
TXN13349,BNPL5706,High Exposure User,2024-01-27,2024-01,PayBright,"Fast Fashion (Shein, Temu, ASOS)",47.46,4,11.87,2024-03-23,Yes,2,16.0,63.46
TXN13350,BNPL5706,High Exposure User,2024-01-18,2024-01,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",61.78,4,15.45,2024-03-14,No,0,0,61.78
TXN13351,BNPL5706,High Exposure User,2024-02-25,2024-02,Paidy,"Fast Fashion (Shein, Temu, ASOS)",33.42,6,5.57,2024-05-19,No,0,0,33.42
TXN13352,BNPL5707,High Exposure User,2024-05-24,2024-05,Afterpay,Electronics and Tech,416.89,6,69.48,2024-08-16,No,0,0,416.89
TXN13353,BNPL5707,High Exposure User,2024-03-10,2024-03,Afterpay,Footwear,109.12,4,27.28,2024-05-05,Yes,1,8.0,117.12
TXN13354,BNPL5707,High Exposure User,2024-05-28,2024-05,Klarna,Beauty and Skincare,55.03,4,13.76,2024-07-23,No,0,0,55.03
TXN13355,BNPL5707,High Exposure User,2024-05-29,2024-05,Sezzle,Home and Furniture,316.15,4,79.04,2024-07-24,Yes,2,16.0,332.15
TXN13356,BNPL5707,High Exposure User,2024-03-26,2024-03,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",62.09,4,15.52,2024-05-21,No,0,0,62.09
TXN13357,BNPL5707,High Exposure User,2024-11-18,2024-11,Sezzle,Footwear,129.75,4,32.44,2025-01-13,Yes,1,8.0,137.75
TXN13358,BNPL5707,High Exposure User,2024-01-22,2024-01,PayBright,Electronics and Tech,244.53,3,81.51,2024-03-04,No,0,0,244.53
TXN13359,BNPL5707,High Exposure User,2024-01-14,2024-01,Klarna,Electronics and Tech,260.99,4,65.25,2024-03-10,Yes,1,8.0,268.99
TXN13360,BNPL5707,High Exposure User,2024-08-13,2024-08,Klarna,"Fast Fashion (Shein, Temu, ASOS)",71.38,3,23.79,2024-09-24,No,0,0,71.38
TXN13361,BNPL5707,High Exposure User,2024-06-07,2024-06,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",55.53,6,9.26,2024-08-30,No,0,0,55.53
